config_id,family,c,gamma,fold,train_eer,validation_eer,validation_roc_auc,working_fmr,working_fnmr
linear_svm__c_1e-05,linear_svm,1e-05,,5,0.1288888888888889,0.11666666666666667,0.9612345679012346,0.005555555555555556,0.3
linear_svm__c_3e-05,linear_svm,3e-05,,5,0.1288888888888889,0.11666666666666667,0.9612345679012346,0.005555555555555556,0.3
linear_svm__c_0.0001,linear_svm,0.0001,,5,0.12555555555555556,0.11666666666666667,0.9584567901234567,0.005555555555555556,0.31666666666666665
linear_svm__c_0.0003,linear_svm,0.0003,,5,0.10222222222222223,0.15,0.9345987654320987,0.005555555555555556,0.3333333333333333
linear_svm__c_0.001,linear_svm,0.001,,5,0.07888888888888888,0.17222222222222222,0.9133641975308642,0.005555555555555556,0.4222222222222222
linear_svm__c_0.003,linear_svm,0.003,,5,0.07444444444444444,0.2,0.9027469135802468,0.005555555555555556,0.5611111111111111
rbf_svm__c_1e-05__gamma_0.001,rbf_svm,1e-05,0.001,5,0.13,0.1111111111111111,0.9641666666666666,0.005555555555555556,0.28888888888888886
rbf_svm__c_1e-05__gamma_0.003,rbf_svm,1e-05,0.003,5,0.13,0.10555555555555556,0.9691975308641976,0.005555555555555556,0.24444444444444444
rbf_svm__c_1e-05__gamma_0.01,rbf_svm,1e-05,0.01,5,0.13777777777777778,0.09444444444444444,0.9784259259259259,0.005555555555555556,0.19444444444444445
rbf_svm__c_1e-05__gamma_0.03,rbf_svm,1e-05,0.03,5,0.13,0.08333333333333333,0.9804320987654321,0.0,0.17222222222222222
rbf_svm__c_1e-05__gamma_0.1,rbf_svm,1e-05,0.1,5,0.0,0.08333333333333333,0.9764814814814814,0.005555555555555556,0.16666666666666666
rbf_svm__c_3e-05__gamma_0.001,rbf_svm,3e-05,0.001,5,0.13,0.1111111111111111,0.9641666666666666,0.005555555555555556,0.28888888888888886
rbf_svm__c_3e-05__gamma_0.003,rbf_svm,3e-05,0.003,5,0.13,0.10555555555555556,0.9691975308641976,0.005555555555555556,0.24444444444444444
rbf_svm__c_3e-05__gamma_0.01,rbf_svm,3e-05,0.01,5,0.13777777777777778,0.09444444444444444,0.9784259259259259,0.005555555555555556,0.19444444444444445
rbf_svm__c_3e-05__gamma_0.03,rbf_svm,3e-05,0.03,5,0.13,0.08333333333333333,0.9804320987654321,0.0,0.17222222222222222
rbf_svm__c_3e-05__gamma_0.1,rbf_svm,3e-05,0.1,5,0.0,0.08333333333333333,0.9764814814814814,0.005555555555555556,0.16666666666666666
rbf_svm__c_0.0001__gamma_0.001,rbf_svm,0.0001,0.001,5,0.13,0.1111111111111111,0.9641666666666666,0.005555555555555556,0.28888888888888886
rbf_svm__c_0.0001__gamma_0.003,rbf_svm,0.0001,0.003,5,0.13,0.10555555555555556,0.9691975308641976,0.005555555555555556,0.24444444444444444
rbf_svm__c_0.0001__gamma_0.01,rbf_svm,0.0001,0.01,5,0.13777777777777778,0.09444444444444444,0.9784259259259259,0.005555555555555556,0.19444444444444445
rbf_svm__c_0.0001__gamma_0.03,rbf_svm,0.0001,0.03,5,0.13,0.08333333333333333,0.9804320987654321,0.0,0.17222222222222222
rbf_svm__c_0.0001__gamma_0.1,rbf_svm,0.0001,0.1,5,0.0,0.08333333333333333,0.9764814814814814,0.005555555555555556,0.16666666666666666
rbf_svm__c_0.0003__gamma_0.001,rbf_svm,0.0003,0.001,5,0.13,0.1111111111111111,0.9641666666666666,0.005555555555555556,0.28888888888888886
rbf_svm__c_0.0003__gamma_0.003,rbf_svm,0.0003,0.003,5,0.13,0.10555555555555556,0.9691975308641976,0.005555555555555556,0.24444444444444444
rbf_svm__c_0.0003__gamma_0.01,rbf_svm,0.0003,0.01,5,0.13777777777777778,0.09444444444444444,0.9784259259259259,0.005555555555555556,0.19444444444444445
rbf_svm__c_0.0003__gamma_0.03,rbf_svm,0.0003,0.03,5,0.13,0.08333333333333333,0.9804320987654321,0.0,0.17222222222222222
rbf_svm__c_0.0003__gamma_0.1,rbf_svm,0.0003,0.1,5,0.0,0.08333333333333333,0.9764814814814814,0.005555555555555556,0.16666666666666666
rbf_svm__c_0.001__gamma_0.001,rbf_svm,0.001,0.001,5,0.13,0.1111111111111111,0.9641666666666666,0.005555555555555556,0.28888888888888886
rbf_svm__c_0.001__gamma_0.003,rbf_svm,0.001,0.003,5,0.13,0.10555555555555556,0.9691975308641976,0.005555555555555556,0.24444444444444444
rbf_svm__c_0.001__gamma_0.01,rbf_svm,0.001,0.01,5,0.13777777777777778,0.09444444444444444,0.9784259259259259,0.005555555555555556,0.19444444444444445
rbf_svm__c_0.001__gamma_0.03,rbf_svm,0.001,0.03,5,0.13,0.08333333333333333,0.9804320987654321,0.0,0.17222222222222222
rbf_svm__c_0.001__gamma_0.1,rbf_svm,0.001,0.1,5,0.0,0.08333333333333333,0.9764814814814814,0.005555555555555556,0.16666666666666666
rbf_svm__c_0.003__gamma_0.001,rbf_svm,0.003,0.001,5,0.13,0.1111111111111111,0.9641666666666666,0.005555555555555556,0.28888888888888886
rbf_svm__c_0.003__gamma_0.003,rbf_svm,0.003,0.003,5,0.13,0.10555555555555556,0.9691975308641976,0.005555555555555556,0.24444444444444444
rbf_svm__c_0.003__gamma_0.01,rbf_svm,0.003,0.01,5,0.13777777777777778,0.09444444444444444,0.9784259259259259,0.005555555555555556,0.19444444444444445
rbf_svm__c_0.003__gamma_0.03,rbf_svm,0.003,0.03,5,0.13,0.08333333333333333,0.9804320987654321,0.0,0.17222222222222222
rbf_svm__c_0.003__gamma_0.1,rbf_svm,0.003,0.1,5,0.0,0.08333333333333333,0.9764814814814814,0.005555555555555556,0.16666666666666666
